Date,Open,High,Low,Close,Adj Close,Volume
2019-03-22,12386.450195,12423.049805,12239.900391,12261.599609,12261.599609,927100
2019-03-25,12175.799805,12175.799805,12086.900391,12136.099609,12136.099609,1408100
2019-03-26,12155.900391,12344.799805,12142.049805,12323.450195,12323.450195,1332000
2019-03-27,12377.700195,12419.650391,12228.599609,12302.849609,12302.849609,1058000
2019-03-28,12308.150391,12489.900391,12293.150391,12474.349609,12474.349609,1572400
2019-04-01,12575.099609,12603.299805,12453.799805,12499.650391,12499.650391,836500
2019-04-02,12547.200195,12575.700195,12456.500000,12538.599609,12538.599609,869000
2019-04-03,12569.599609,12652.000000,12486.900391,12506.799805,12506.799805,821700
2019-04-04,12528.549805,12614.900391,12458.000000,12499.700195,12499.700195,778300
2019-04-05,12532.000000,12628.799805,12513.099609,12594.950195,12594.950195,621100
2019-04-08,12635.349609,12642.900391,12439.049805,12504.049805,12504.049805,505000
2019-04-09,12522.950195,12587.549805,12418.200195,12568.099609,12568.099609,671600
2019-04-10,12496.950195,12569.599609,12410.099609,12426.650391,12426.650391,895200
2019-04-11,12442.250000,12467.099609,12399.849609,12450.000000,12450.000000,498100
2019-04-12,12450.400391,12519.450195,12419.599609,12495.599609,12495.599609,493600
2019-04-15,12526.450195,12556.150391,12492.900391,12535.299805,12535.299805,452100
2019-04-16,12584.049805,12688.700195,12580.250000,12663.299805,12663.299805,656300
2019-04-18,12723.849609,12726.549805,12542.200195,12567.299805,12567.299805,654100
2019-04-22,12591.799805,12598.450195,12339.049805,12347.049805,12347.049805,511900
2019-04-23,12376.750000,12425.549805,12286.299805,12295.450195,12295.450195,553800
2019-04-24,12321.900391,12485.400391,12292.450195,12466.849609,12466.849609,617700
2019-04-25,12491.799805,12536.799805,12322.150391,12344.700195,12344.700195,1062300
2019-04-26,12408.250000,12519.599609,12328.049805,12506.099609,12506.099609,774500
2019-04-30,12513.549805,12572.150391,12446.299805,12555.450195,12555.450195,834800
2019-05-02,12542.200195,12637.049805,12517.799805,12583.799805,12583.799805,677200
2019-05-03,12604.950195,12712.400391,12602.849609,12637.000000,12637.000000,683900
2019-05-06,12499.549805,12539.549805,12444.549805,12477.400391,12477.400391,617800
2019-05-07,12525.849609,12568.750000,12345.349609,12363.650391,12363.650391,835500
2019-05-08,12345.200195,12345.200195,12201.150391,12216.150391,12216.150391,755600
2019-05-09,12176.549805,12242.200195,12121.450195,12174.250000,12174.250000,631000
2019-05-10,12185.549805,12324.900391,12181.500000,12248.000000,12248.000000,1049700
2019-05-13,12242.799805,12307.099609,12155.450195,12179.950195,12179.950195,800600
2019-05-14,12204.150391,12335.599609,12125.799805,12225.900391,12225.900391,899000
2019-05-15,12282.400391,12315.500000,12186.700195,12209.299805,12209.299805,711100
2019-05-16,12223.450195,12362.250000,12174.500000,12325.549805,12325.549805,576100
2019-05-17,12334.099609,12676.450195,12324.650391,12640.799805,12640.799805,821200
2019-05-20,12953.200195,13263.099609,12919.150391,13222.450195,13222.450195,1379000
2019-05-21,13271.549805,13348.450195,13056.150391,13084.750000,13084.750000,925200
2019-05-22,13132.299805,13224.700195,13079.150391,13156.000000,13156.000000,783300
2019-05-23,13332.599609,13581.700195,12980.700195,13028.349609,13028.349609,1796100
2019-05-24,13128.250000,13330.250000,13062.849609,13304.349609,13304.349609,1103200
2019-05-27,13323.099609,13520.750000,13293.950195,13498.200195,13498.200195,882900
2019-05-28,13523.150391,13523.150391,13336.150391,13447.200195,13447.200195,919400
2019-05-29,13404.900391,13448.150391,13334.549805,13361.549805,13361.549805,1004700
